Name,Label,Phone,Email,Address City,Address State,Address Country,OLX Company ID,OLX URL,Ads count,Sample titles,Note
SCHRADE KABELTECHNIK,OLX-lead,,,Leszno,Wielkopolskie,Poland,2549118628,https://www.olx.pl/oferta/praca/specjalista-ds-technicznych-w-obszarze-produkcji-k-m-CID4-ID1aELqh.html,2,Specjalista ds. technicznych w obszarze produkcji (k/m) | Pakowacz / Pakowaczka,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Specjalista ds. technicznych w obszarze produkcji (k/m) | Pakowacz / Pakowaczka
Specjalista ds. HR,OLX-lead,,,Oborniki,Wielkopolskie,Poland,32259773,https://www.olx.pl/oferta/praca/operator-maszyny-produkcyjnej-drukarnia-wielkoformatowa-CID4-ID1aEBNa.html,2,Operator maszyny produkcyjnej  (drukarnia wielkoformatowa) | Operator maszyny do cięcia (Drukarnia Wielkoformatowa),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator maszyny produkcyjnej  (drukarnia wielkoformatowa) | Operator maszyny do cięcia (Drukarnia Wielkoformatowa)
LEVEL WORK,OLX-lead,,,Marki,Mazowieckie,Poland,31134829,https://www.olx.pl/oferta/praca/tokarz-k-m-praca-od-zaraz-CID4-ID1aExCG.html,2,Tokarz (k/m)-praca od zaraz | Pracownik produkcji- praca od zaraz (m/k),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Tokarz (k/m)-praca od zaraz | Pracownik produkcji- praca od zaraz (m/k)
Grzegorz,OLX-lead,,,Ksawerów,Łódzkie,Poland,38243867,https://www.olx.pl/oferta/praca/obsluga-automatu-do-produkcji-gwozdzi-CID4-ID1aEwSV.html,2,Obsługa automatu do produkcji gwoździ | Pakowanie wyrobów metalowycj,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Obsługa automatu do produkcji gwoździ | Pakowanie wyrobów metalowycj
Staff In Sp. z o.o.,OLX-lead,,,Tarnobrzeg,Podkarpackie,Poland,67053062,https://www.olx.pl/oferta/praca/praca-wakacyjna-dla-studentow-tarnobrzeg-CID4-ID1aDLuP.html,2,Praca wakacyjna dla studentów – Tarnobrzeg | Pracownik produkcji,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca wakacyjna dla studentów – Tarnobrzeg | Pracownik produkcji
COMFORTY,OLX-lead,,,Ociąż,Wielkopolskie,Poland,4052565,https://www.olx.pl/oferta/praca/project-manager-k-m-n-CID4-ID1aDrU7.html,2,Project manager (K/M/N) | Specjalista(-ka) ds. jakości,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Project manager (K/M/N) | Specjalista(-ka) ds. jakości
Comforteo Węgłowski i Stryjakiewicz Sp. k.,OLX-lead,,,Opatów,Wielkopolskie,Poland,33764133,https://www.olx.pl/oferta/praca/praca-comforteo-pracownik-do-ciecia-pianki-k-m-opatow-k-kepna-CID4-ID1aDp16.html,2,Praca Comforteo - Pracownik do cięcia pianki (k/m) - Opatów k/Kępna | Praca Comforteo - Kontroler jakości (k/m) - Opatów k/Kępna,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca Comforteo - Pracownik do cięcia pianki (k/m) - Opatów k/Kępna | Praca Comforteo - Kontroler jakości (k/m) - Opatów k/Kępna
Rekruter HR Work Force,OLX-agencja,,,Słupsk,Pomorskie,Poland,845868132,https://www.olx.pl/oferta/praca/pracownik-produkcji-kalisz-praca-od-zaraz-CID4-ID1aDk9S.html,2,Pracownik produkcji | Kalisz | Praca od zaraz | Czynności montażu | Słupsk | I zmiana | Stabilne zatrudnienie,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji | Kalisz | Praca od zaraz | Czynności montażu | Słupsk | I zmiana | Stabilne zatrudnienie
Dział Personalny,OLX-lead,,,Warszawa,Mazowieckie,Poland,20978419,https://www.olx.pl/oferta/praca/osoba-do-pracy-na-stanowisko-ekspedytor-ekspedytorka-CID4-ID1aDjKp.html,2,Osoba do pracy na stanowisko EKSPEDYTOR/EKSPEDYTORKA | Specjalista/Specjalistka ds. Laboratorium,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osoba do pracy na stanowisko EKSPEDYTOR/EKSPEDYTORKA | Specjalista/Specjalistka ds. Laboratorium
Emsland Frischgeflügel GmbH,OLX-lead,,,Poznań,Zachodniopomorskie,Poland,2002457355,https://www.olx.pl/oferta/praca/pracownik-produkcji-w-niemczech-z-zakwaterowaniem-praca-od-zaraz-k-m-x-CID4-ID1aCnnN.html,2,Pracownik produkcji w Niemczech z zakwaterowaniem. Praca od zaraz! k/m/x,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji w Niemczech z zakwaterowaniem. Praca od zaraz! k/m/x
Dyrektor Produkcji,OLX-lead,,,Dąbrowa,Wielkopolskie,Poland,14375613,https://www.olx.pl/oferta/praca/magazynier-magazynierka-CID4-ID1aCibg.html,2,Magazynier / Magazynierka | Kierownik-czka / Koordynator-ka magazynu,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Magazynier / Magazynierka | Kierownik-czka / Koordynator-ka magazynu
Karolina,OLX-lead,,,Warszawa,Mazowieckie,Poland,585824552,https://www.olx.pl/oferta/praca/pakowacz-produkcja-cateringu-dietetycznego-CID4-ID1aCc0a.html,2,Pakowacz – Produkcja Cateringu Dietetycznego | Lider/Liderka Zmiany – Produkcja Cateringu Dietetycznego,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pakowacz – Produkcja Cateringu Dietetycznego | Lider/Liderka Zmiany – Produkcja Cateringu Dietetycznego
Agencja Zatrudnienia KS Service S.A.,OLX-lead,,,Goleniów,Zachodniopomorskie,Poland,415263528,https://www.olx.pl/oferta/praca/pakowacz-ka-na-produkcji-lodz-CID4-ID1aC4Gz.html,2,Pakowacz/ka na produkcji | Łódź | Pakowacz/ka na produkcji - DARMOWY DOJAZD!,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pakowacz/ka na produkcji | Łódź | Pakowacz/ka na produkcji - DARMOWY DOJAZD!
dział kadr,OLX-lead,,,Baniocha,Mazowieckie,Poland,42576651,https://www.olx.pl/oferta/praca/mlodszy-laborant-mlodsza-laborantka-w-dziale-kontroli-jakosci-CID4-ID1ay77O.html,2,Młodszy Laborant / Młodsza Laborantka w dziale Kontroli Jakości | Pracownik produkcji - pomocnik operatora maszyn. Dołącz do nas. MONDI SOLEC Sp. z o.o.,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Młodszy Laborant / Młodsza Laborantka w dziale Kontroli Jakości | Pracownik produkcji - pomocnik operatora maszyn. Dołącz do nas. MONDI SOLEC Sp. z o.o.
HR,OLX-lead,,,Brwinów,Mazowieckie,Poland,2552205439,https://www.olx.pl/oferta/praca/pomocnik-pomocniczka-drukarza-CID4-ID1ay5xo.html,2,Pomocnik/ Pomocniczka Drukarza | Operator/ Operatorka Maszyn Tubujących,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pomocnik/ Pomocniczka Drukarza | Operator/ Operatorka Maszyn Tubujących
PowerJobs Sp. z o.o.,OLX-lead,,,Dąbrowa Górnicza,Śląskie,Poland,32459069,https://www.olx.pl/oferta/praca/operator-ka-maszyn-praca-od-zaraz-gliwice-3-zmiany-CID4-ID1ay4FZ.html,2,Operator/ka maszyn - praca od zaraz - Gliwice - 3 zmiany | Praca w nowoczesnym zakładzie produkcyjnym (14 dni w miesiącu po 12h),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ka maszyn - praca od zaraz - Gliwice - 3 zmiany | Praca w nowoczesnym zakładzie produkcyjnym (14 dni w miesiącu po 12h)
Pilkington IGP Sp. z o.o.,OLX-lead,,,Szczecin,Zachodniopomorskie,Poland,34949187,https://www.olx.pl/oferta/praca/pracownik-pracowniczka-dzialu-spedycji-wozki-widlowe-mile-widziane-CID4-ID1ay4hr.html,2,Pracownik/ Pracowniczka działu spedycji (wózki widłowe mile widziane) | Pracownik/ Pracowniczka Produkcji,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik/ Pracowniczka działu spedycji (wózki widłowe mile widziane) | Pracownik/ Pracowniczka Produkcji
Thermoplast Technology P.S.A.,OLX-lead,,,Libiąż,Małopolskie,Poland,46268551,https://www.olx.pl/oferta/praca/mlodszy-operator-mlodsza-operatorka-produkcji-CID4-ID1axK4F.html,2,Młodszy Operator / Młodsza Operatorka Produkcji | Operator / Operatorka Mieszalnika i Linii Recyklingu,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Młodszy Operator / Młodsza Operatorka Produkcji | Operator / Operatorka Mieszalnika i Linii Recyklingu
FBSerwis SA,OLX-lead,,,Bielany Wrocławskie,Dolnośląskie,Poland,31495947,https://www.olx.pl/oferta/praca/kierowca-kat-b-ladowacz-k-m-CID4-ID1ax7qh.html,2,Kierowca kat. B - Ładowacz (K/M) | Ładowacz Bielany Wrocławskie (K/M),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Kierowca kat. B - Ładowacz (K/M) | Ładowacz Bielany Wrocławskie (K/M)
Jaga Recruitment sp z oo,OLX-agencja,,,Błonie,Mazowieckie,Poland,2546909056,https://www.olx.pl/oferta/praca/praca-przy-produkcji-6400-brutto-premie-plochocin-k-blonia-CID4-ID1ax2Yx.html,2,Praca przy produkcji - 6400 brutto + premie! - Płochocin k. Błonia | Produkcja piwa rzemieślniczego- 5000zł/netto!- Błonie,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca przy produkcji - 6400 brutto + premie! - Płochocin k. Błonia | Produkcja piwa rzemieślniczego- 5000zł/netto!- Błonie
GLOB-STAL Emil Głuchowski,OLX-lead,,,Siedlce,Mazowieckie,Poland,67616700,https://www.olx.pl/oferta/praca/magazynier-ka-glob-stal-sp-z-o-o-CID4-ID1ax0mO.html,2,Magazynier/ka - GLOB-STAL Sp. z o. o. | Operator/ka przecinarki taśmowej - GLOB-STAL Sp. z o.o.,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Magazynier/ka - GLOB-STAL Sp. z o. o. | Operator/ka przecinarki taśmowej - GLOB-STAL Sp. z o.o.
Tati,OLX-lead,,,Lublin,Kujawsko-pomorskie,Poland,971688268,https://www.olx.pl/oferta/praca/work-in-factory-CID4-ID1avYCs.html,2,Работа на производстве / Work in Factory | Работа на производстве / Робота на виробництві / Висока З/П,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Работа на производстве / Work in Factory | Работа на производстве / Робота на виробництві / Висока З/П
Phoenix Contact Wielkopolska Sp. z o .o,OLX-lead,,,Nowy Tomyśl,Wielkopolskie,Poland,44577509,https://www.olx.pl/oferta/praca/magazynier-k-m-praca-na-okres-wakacyjny-CID4-ID1awR8B.html,2,Magazynier (k/m) - praca na okres wakacyjny | Pracownik Produkcji (k/m),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Magazynier (k/m) - praca na okres wakacyjny | Pracownik Produkcji (k/m)
FuegoR,OLX-lead,,,Wrocław,Dolnośląskie,Poland,2551253208,https://www.olx.pl/oferta/praca/zapraszanie-klientow-do-lokalu-bez-doswiadczenia-min-3-dni-w-tygodniu-nocki-CID4-ID1awF33.html,2,Zapraszanie klientów do lokalu - bez doświadczenia/ min.3 dni w tygodniu/nocki | Poszukujemy PROMOTORÓW - zapraszanie klientów/nocki/podstawa+premie/OD ZARAZ,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Zapraszanie klientów do lokalu - bez doświadczenia/ min.3 dni w tygodniu/nocki | Poszukujemy PROMOTORÓW - zapraszanie klientów/nocki/podstawa+premie/OD ZARAZ
Manuli Hydraulics Polska S.A,OLX-lead,,,Mysłowice,Śląskie,Poland,670896291,https://www.olx.pl/oferta/praca/szlifierz-narzedziowy-k-m-CID4-ID1aw0Og.html,2,Szlifierz narzędziowy (K/M) | Koordynator zmiany (K/M),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Szlifierz narzędziowy (K/M) | Koordynator zmiany (K/M)
Justyna Witon,OLX-lead,,,Zimna Wódka,Opolskie,Poland,42674125,https://www.olx.pl/oferta/praca/operator-maszyn-k-m-rozwijamy-produkcje-nowe-miejsca-pracy-z-transportem-od-zaraz-CID4-ID1auLSo.html,2,Operator Maszyn (k/m)- rozwijamy produkcję! Nowe miejsca pracy z transportem od zaraz! | Operator maszyn (k/m),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Maszyn (k/m)- rozwijamy produkcję! Nowe miejsca pracy z transportem od zaraz! | Operator maszyn (k/m)
Porta KMI Poland,OLX-lead,,,Ełk,Warmińsko-mazurskie,Poland,22645165,https://www.olx.pl/oferta/praca/praca-na-wakacje-pomocniczka-pomocnik-produkcji-CID4-ID1au125.html,2,Praca na Wakacje - Pomocniczka/ Pomocnik Produkcji | Operatorka / Operator Maszyn-zatrudnimy 20 osób,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Praca na Wakacje - Pomocniczka/ Pomocnik Produkcji | Operatorka / Operator Maszyn-zatrudnimy 20 osób
Monika,OLX-lead,,,Złoty Potok,Śląskie,Poland,1987909559,https://www.olx.pl/oferta/praca/osoba-do-dzialu-utrzymanie-ruchu-CID4-ID1arfri.html,2,Osoba do działu utrzymanie ruchu | Osoba do obsługi maszyn i urządzeń linii produkcyjnej,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osoba do działu utrzymanie ruchu | Osoba do obsługi maszyn i urządzeń linii produkcyjnej
PW Artmet-Duo,OLX-lead,,,Krusza Zamkowa,Kujawsko-pomorskie,Poland,276850971,https://www.olx.pl/oferta/praca/sortowacz-elektroodpadow-CID4-ID1akhsn.html,2,Sortowacz elektroodpadów | Operator belownicy do odpadów,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Sortowacz elektroodpadów | Operator belownicy do odpadów
Wioletta Dziedzic,OLX-lead,,,Wołomin,Mazowieckie,Poland,2492034743,https://www.olx.pl/oferta/praca/drukarz-sitodrukowy-k-m-CID4-ID1afMfM.html,2,Drukarz sitodrukowy K/M | Osoba do pomocy na drukarni sitodrukowej,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Drukarz sitodrukowy K/M | Osoba do pomocy na drukarni sitodrukowej
Hydro Aluminium Poland Operations Sp. z o.o. Zakład Nowa Sól,OLX-lead,,,Nowa Sól,Lubuskie,Poland,25072429,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-sortowacz-CID4-ID1aeSTV.html,2,Osoba na stanowisko sortowacz | Osoba na stanowisko odlewacz stopów aluminiowych,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osoba na stanowisko sortowacz | Osoba na stanowisko odlewacz stopów aluminiowych
Electrolux Production Poland,OLX-lead,,,Zabrze,Śląskie,Poland,327000853,https://www.olx.pl/oferta/praca/operator-operatorka-maszyn-pracownik-pracownica-lakierni-CID4-ID1aegAm.html,2,"Operator/Operatorka Maszyn, Pracownik/Pracownica Lakierni | Pracownik/Pracownica Produkcji","OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/Operatorka Maszyn, Pracownik/Pracownica Lakierni | Pracownik/Pracownica Produkcji"
Katarzyna,OLX-lead,,,Pruszków,Mazowieckie,Poland,76963567,https://www.olx.pl/oferta/praca/operator-prasy-krawedziowej-cnc-CID4-ID1ae37A.html,2,Operator prasy krawędziowej CNC | Kontroler jakości konstrukcji spawanych,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator prasy krawędziowej CNC | Kontroler jakości konstrukcji spawanych
Rekrutacja,OLX-agencja,,,Dąbrowa Górnicza,Śląskie,Poland,1271586524,https://www.olx.pl/oferta/praca/pracownik-obrobki-i-pakowania-dabrowa-gornicza-k-m-x-CID4-ID1adzhm.html,2,Pracownik obróbki i pakowania - Dąbrowa Górnicza (k/m/x) | Praca na produkcji - Aleksandrów Łódzki,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik obróbki i pakowania - Dąbrowa Górnicza (k/m/x) | Praca na produkcji - Aleksandrów Łódzki
Dynaxo Sp. z o.o.,OLX-lead,,,Wronki,Wielkopolskie,Poland,42143181,https://www.olx.pl/oferta/praca/operator-operatorka-wycinarki-laserowej-CID4-ID1adv5n.html,2,Operator/Operatorka wycinarki laserowej | Operator/Operatorka prasy krawędziowej,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/Operatorka wycinarki laserowej | Operator/Operatorka prasy krawędziowej
Tristone Flowtech Poland Sp. Z o.o.,OLX-lead,,,Wałbrzych,Dolnośląskie,Poland,63229196,https://www.olx.pl/oferta/praca/operator-produkcji-stabilne-zatrudnienie-nowy-projekt-k-m-CID4-ID1a9Oi2.html,2,Operator Produkcji |Stabilne Zatrudnienie | Nowy Projekt K/M | Operator Wulkanizacji |Stabilne Zatrudnienie |Nowy Projekt K/M,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Produkcji |Stabilne Zatrudnienie | Nowy Projekt K/M | Operator Wulkanizacji |Stabilne Zatrudnienie |Nowy Projekt K/M
Danfoss Poland Sp z o.o.,OLX-lead,,,Żelazkowo,Pomorskie,Poland,324251983,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-CID4-ID1a1uWa.html,2,Pracownik Produkcji (K/M) | Młodszy Operator/Młodsza Operatorka Produkcji (K/M),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji (K/M) | Młodszy Operator/Młodsza Operatorka Produkcji (K/M)
Marcin,OLX-lead,,,Złotkowo,Wielkopolskie,Poland,31994207,https://www.olx.pl/oferta/praca/pracownik-produkcji-konfekcja-2-zmiany-CID4-ID1a1pDm.html,2,Pracownik produkcji / konfekcja – 2 zmiany | Operator Maszyny - Stabilne Zatrudnienie w Griltex Polska,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji / konfekcja – 2 zmiany | Operator Maszyny - Stabilne Zatrudnienie w Griltex Polska
510912712,OLX-lead,,,Gliwice,Śląskie,Poland,69514154,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID1a1gvg.html,2,Pracownik produkcji | Pracownik Działu Naświetlarnia,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji | Pracownik Działu Naświetlarnia
TARCZYŃSKI.PL,OLX-lead,,,Wrocław,Dolnośląskie,Poland,32399497,https://www.olx.pl/oferta/praca/platny-12-miesieczny-staz-w-dziale-mechatroniki-CID4-ID19P8gA.html,2,Płatny 12-miesięczny Staż w dziale mechatroniki | Płatny 12-miesięczny Staż w Dziale Zarządzania Produkcja,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Płatny 12-miesięczny Staż w dziale mechatroniki | Płatny 12-miesięczny Staż w Dziale Zarządzania Produkcja
Dominika Jasińska,OLX-lead,,,Bolesławiec,Dolnośląskie,Poland,910758834,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-operator-produkcji-zwrot-za-dojazdy-CID4-ID19JBiP.html,2,Osoba na stanowisko: Operator produkcji/ Zwrot za dojazdy,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osoba na stanowisko: Operator produkcji/ Zwrot za dojazdy
Kadry Serwis Sp. z o.o.,OLX-lead,,,Szczecin,Zachodniopomorskie,Poland,7230219,https://www.olx.pl/oferta/praca/wsparcie-przy-produkcji-kabli-jedna-zmiana-pon-pt-CID4-ID19Fy1t.html,2,"Wsparcie przy produkcji kabli – jedna zmiana, pon-pt | Praca na produkcji/obsługa wózka widłowego lub suwnicy","OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Wsparcie przy produkcji kabli – jedna zmiana, pon-pt | Praca na produkcji/obsługa wózka widłowego lub suwnicy"
Phillips Medisize Poland,OLX-lead,,,Siemianowice Śląskie,Śląskie,Poland,1399613599,https://www.olx.pl/oferta/praca/technik-procesu-produkcyjnego-k-m-CID4-ID19E7DF.html,2,Technik Procesu Produkcyjnego (k/m) | Operator/ka produkcji | Umowa o pracę,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Technik Procesu Produkcyjnego (k/m) | Operator/ka produkcji | Umowa o pracę
Mateusz,OLX-lead,,,Śmielin,Kujawsko-pomorskie,Poland,36608801,https://www.olx.pl/oferta/praca/operator-ka-lasera-i-krawedziarki-CID4-ID19yZWQ.html,2,Operator/ka lasera i krawędziarki | Osoba spawająca MIG/TIG,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator/ka lasera i krawędziarki | Osoba spawająca MIG/TIG
HiProMine S.A.,OLX-lead,,,Karkoszów,Lubuskie,Poland,2546611057,https://www.olx.pl/oferta/praca/brygadzista-produkcji-brygadzistka-produkcji-CID4-ID19yjVQ.html,2,Brygadzista Produkcji / Brygadzistka Produkcji | Operator Produkcji / Operatorka Produkcji,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Brygadzista Produkcji / Brygadzistka Produkcji | Operator Produkcji / Operatorka Produkcji
HSS Work Sp. z.o.o,OLX-lead,,,Tczew,Pomorskie,Poland,648018746,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-CID4-ID19rwka.html,2,Pracownik produkcji (K/M) | Operator Pras Krawędziowych (K/M),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik produkcji (K/M) | Operator Pras Krawędziowych (K/M)
LOTTE Wedel,OLX-lead,,,Warszawa,Mazowieckie,Poland,2550777302,https://www.olx.pl/oferta/praca/operator-produkcji-operatorka-produkcji-CID4-ID19ozwq.html,2,Operator Produkcji/Operatorka Produkcji | Pracownik / Pracownica Produkcji,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator Produkcji/Operatorka Produkcji | Pracownik / Pracownica Produkcji
Monika Paruch,OLX-lead,,,Kłaj,Małopolskie,Poland,2550937162,https://www.olx.pl/oferta/praca/brygadzista-kierownik-k-mprzy-produkcji-stolarki-aluminiowej-CID4-ID19n3Wh.html,2,Brygadzista/ Kierownik  ( K/M)przy produkcji stolarki aluminiowej | Pracownik( K/M) do składania stolarki aluminiowej,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Brygadzista/ Kierownik  ( K/M)przy produkcji stolarki aluminiowej | Pracownik( K/M) do składania stolarki aluminiowej
Apator Telemetria Sp. z o. o.,OLX-lead,,,Słupsk,Pomorskie,Poland,405340415,https://www.olx.pl/oferta/praca/lider-wydzialu-smt-k-m-CID4-ID19ikEb.html,2,Lider wydziału SMT (k/m) | Lider Produkcji (k/m),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Lider wydziału SMT (k/m) | Lider Produkcji (k/m)
Dagmara,OLX-lead,,,Mogielnica,Mazowieckie,Poland,35284791,https://www.olx.pl/oferta/praca/operator-maszyn-prasy-CID4-ID19fLgs.html,2,operator maszyn (prasy) | Pracownik rozładunku,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: operator maszyn (prasy) | Pracownik rozładunku
sia Abrasives Sp. z o.o.,OLX-lead,,,Goleniów,Zachodniopomorskie,Poland,80765585,https://www.olx.pl/oferta/praca/magazynier-operator-wozkow-widlowych-k-m-CID4-ID18ZEIK.html,2,Magazynier - Operator wózków widłowych (K/M) | Pracownik produkcji - Operator maszyn (K/M),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Magazynier - Operator wózków widłowych (K/M) | Pracownik produkcji - Operator maszyn (K/M)
Odlewnia Żeliwa Simiński-Ordon,OLX-lead,,,Zawodzie,Śląskie,Poland,75519321,https://www.olx.pl/oferta/praca/operator-operatorka-maszyn-i-urzadzen-CID4-ID18Zzo1.html,2,Operator / Operatorka maszyn i urządzeń | Suwnicowy - Operator pieca indukcyjnego (M/K),OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Operator / Operatorka maszyn i urządzeń | Suwnicowy - Operator pieca indukcyjnego (M/K)
ROLDROB S.A.,OLX-lead,,,Tomaszów Mazowiecki,Łódzkie,Poland,34744641,https://www.olx.pl/oferta/praca/osoba-do-pracy-w-magazynie-przypraw-i-surowca-CID4-ID18Xr2g.html,2,Osoba do pracy w magazynie przypraw i surowca | Pracownik/ pracownica warsztatu mechanicznego,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Osoba do pracy w magazynie przypraw i surowca | Pracownik/ pracownica warsztatu mechanicznego
Okechamp SA,OLX-lead,,,Okonek,Wielkopolskie,Poland,416299290,https://www.olx.pl/oferta/praca/pracownik-ca-produkcji-zbieracz-ka-grzybow-CID4-ID18vq8t.html,2,Pracownik/-ca Produkcji - Zbieracz/-ka Grzybów,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik/-ca Produkcji - Zbieracz/-ka Grzybów
CEDROB,OLX-lead,,,Kutno,Łódzkie,Poland,21175013,https://www.olx.pl/oferta/praca/pracownik-produkcji-dzial-patroszenia-zd-kutno-CID4-ID18jO6w.html,2,Pracownik Produkcji - Dział Patroszenia ZD Kutno | Pracownik Produkcji (K/M) - Zakład Drobiarski CEDROB S.A.,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji - Dział Patroszenia ZD Kutno | Pracownik Produkcji (K/M) - Zakład Drobiarski CEDROB S.A.
Paweł Hurkała,OLX-lead,,,Szczecin,Zachodniopomorskie,Poland,8547367,https://www.olx.pl/oferta/praca/pracownik-produkcji-praca-fizyczna-2-zmiany-CID4-ID18hWNL.html,2,Pracownik Produkcji (praca fizyczna)– 2 zmiany | Zatrudnię osobę do pakowania żywności,OLX: 2 ogłoszenie(-ń) w kategoriach produkcja/magazyn/logistyka. Tytuły: Pracownik Produkcji (praca fizyczna)– 2 zmiany | Zatrudnię osobę do pakowania żywności
