"Organization name",Phone,Email,Website,Address,"Address city","Address state","Address country",Label,"Liczba ofert OLX","Ostatnia oferta OLX","Pierwsza oferta OLX","OLX ID","Przykladowa oferta URL","Stanowiska (probka)"
"Kierownik warsztatu","","","","","Konstantynów Łódzki","Łódzkie",Polska,"Produkcja ogólna",1,2026-03-02,2026-03-02,4272129,https://www.olx.pl/oferta/praca/pracownik-produkcji-tommark-CID4-ID19BF4e.html,"Pracownik produkcji Tommark"
"Korff Isolmatic","","","","","Mirosławice","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-03-02,2026-03-02,42767317,https://www.olx.pl/oferta/praca/praca-na-stanowisku-mechanik-mechaniczka-dzial-utrzymania-ruchu-CID4-ID19BKVV.html,"Praca na stanowisku Mechanik/Mechaniczka Dział Utr"
"Stanislaw Flak","","","","","Niepołomice","Małopolskie",Polska,"Produkcja ogólna",1,2026-02-27,2026-02-27,61354674,https://www.olx.pl/oferta/praca/specjalista-ds-biura-obslugi-klienta-bok-CID4-ID19znGV.html,"Specjalista ds. Biura Obsługi Klienta (BOK)"
"Palmix Trade Sp. z o.o.","","","","","Prząsław","Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-02-26,2026-02-26,30346030,https://www.olx.pl/oferta/praca/pracownik-produkcji-tartak-przaslaw-jedrzejow-CID4-ID19yiZf.html,"pracownik produkcji- tartak Prząsław/Jędrzejów"
"Barlinek Inwestycje Sp. z o.o.","","","","",Barlinek,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-02-26,2026-02-26,853107929,https://www.olx.pl/oferta/praca/operator-maszyn-k-m-CID4-ID19ykwm.html,"Operator Maszyn (k/m)"
"Aldesa Polska","","","","","Płock",Mazowieckie,Polska,"Elektryka / Automatyka / UR",1,2026-02-25,2026-02-25,1228999231,https://www.olx.pl/oferta/praca/elektryk-k-m-n-CID4-ID19xknV.html,"Elektryk (k/m/n)"
"Renata Tyliszczak","","","","","Zielona Góra",Lubuskie,Polska,"Produkcja ogólna",1,2026-02-25,2026-02-25,35117257,https://www.olx.pl/oferta/praca/operatora-procesow-wykanczajacychimplanty-medyczne-m-k-zatrudnimy-CID4-ID19xuQ1.html,"Operatora procesów wykańczających–implanty medyczn"
DAMIAN,"","","","","Dąbrowa Górnicza","Śląskie",Polska,"Produkcja ogólna",1,2026-02-24,2026-02-24,2165996558,https://www.olx.pl/oferta/praca/operator-wozka-widlowego-30-zl-1h-netto-CID4-ID19vyld.html,"Operator wózka widłowego 30 ZŁ -1H NETTO /Оператор"
"VESUVIUS POLAND SP. Z O. O.","","","","",Skawina,"Małopolskie",Polska,"Produkcja ogólna",1,2026-02-23,2026-02-23,28999421,https://www.olx.pl/oferta/praca/praca-na-produkcji-k-m-CID4-ID19v8sG.html,"Praca na produkcji (k/m)"
Mariusz,"","","","","Michałowice","Małopolskie",Polska,"Produkcja ogólna",1,2026-02-21,2026-02-21,24605445,https://www.olx.pl/oferta/praca/maszyniste-offsetowego-drukarza-zatrudni-zaklad-poligraficzny-puls-CID4-ID19uqRb.html,"Maszynistę offsetowego  -DRUKARZA zatrudni Zakład "
Sylwia,"","","","","Świdno","Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-02-21,2026-02-21,44507633,https://www.olx.pl/oferta/praca/operator-ka-wozka-widlowego-pracownik-produkcyjny-CID4-ID19uk0e.html,"Operator/ka wózka widłowego/pracownik produkcyjny"
Kadry,"","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-02-20,2026-02-20,271571417,https://www.olx.pl/oferta/praca/pracownik-na-produkcje-CID4-ID19tR2y.html,"Pracownik na produkcję"
"NPA SKAWINA SP. Z O.O.","","","","",Skawina,"Małopolskie",Polska,"Produkcja ogólna",1,2026-02-19,2026-02-19,1449711466,https://www.olx.pl/oferta/praca/operator-maszyn-i-urzadzen-produkcyjnych-CID4-ID19sJ5X.html,"Operator maszyn i urządzeń produkcyjnych"
Iwona,"","","","","Gdańsk",Pomorskie,Polska,"Produkcja ogólna",1,2026-02-19,2026-02-19,289455587,https://www.olx.pl/oferta/praca/introligatorke-introligatora-z-wyksztalceniem-poligraficznym-CID4-ID19ta2k.html,"Introligatorkę/Introligatora z wykształceniem poli"
"SPYRA Szymon Spyra","","","","","Ćwiklice","Śląskie",Polska,"Produkcja ogólna",1,2026-02-19,2026-02-19,35282741,https://www.olx.pl/oferta/praca/pracownik-produkcji-m-k-CID4-ID19sLgf.html,"Pracownik produkcji (m/k)"
Piotr,"","","","","Wałbrzych","Dolnośląskie",Polska,"Pakowanie / FMCG",1,2026-02-17,2026-02-17,1015440255,https://www.olx.pl/oferta/praca/praca-przy-produkcji-opakowan-kartonowych-CID4-ID19rlyV.html,"Praca przy produkcji opakowań kartonowych"
"ASPӦCK Automotive Polska Sp. z o.o.","","","","",Kluczbork,Opolskie,Polska,"Produkcja ogólna",1,2026-02-17,2026-02-17,292531035,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-pracownik-produkcji-CID4-ID19ruLV.html,"Osoba na stanowisko Pracownik produkcji"
"P.V Prefabet Kluczbork S.A","","","","","Włocławek",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-02-17,2026-02-17,343982179,https://www.olx.pl/oferta/praca/pracownik-produkcji-pomocnik-m-k-CID4-ID19rmWe.html,"Pracownik produkcji - pomocnik (M/K)"
Maria,"509 774 403","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-02-16,2026-02-16,63947012,https://www.olx.pl/oferta/praca/pracownik-czka-laboratorium-optycznego-wykonywanie-okularow-CID4-ID19quEw.html,"Pracownik/czka laboratorium optycznego - wykonywan"
"ULMA Construccion Polska SA","","","","","Poznań",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-02-16,2026-02-16,84400821,https://www.olx.pl/oferta/praca/pracownik-warsztatu-konserwator-szalunkow-k-m-CID4-ID19qseD.html,"Pracownik Warsztatu - Konserwator Szalunków (k/m)"
"Comac Jobs s.r.o.","+42 073 7234546","","","","Wodzisław Śląski","Śląskie",Polska,Magazyn,1,2026-02-12,2026-02-12,1119582310,https://www.olx.pl/oferta/praca/praca-w-czechach-produkcja-jakosc-magazyn-bohumin-CID4-ID19nM5T.html,"Praca w Czechach - Produkcja/jakość/magazyn - Bohu"
"Fabryka Opakowań Foliowych Rossoplast","","","","","Lidzbark Warmiński","Warmińsko-mazurskie",Polska,"Pakowanie / FMCG",1,2026-02-12,2026-02-12,1561750880,https://www.olx.pl/oferta/praca/operator-operatorka-maszyny-do-produkcji-opakowan-CID4-ID19nI14.html,"Operator/Operatorka maszyny do produkcji opakowań"
"Bartłomiej","","","","","Dąbrówka Wielka","Łódzkie",Polska,"Produkcja ogólna",1,2026-02-12,2026-02-12,371096534,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-CID4-ID19nNPq.html,"Pracownik produkcyjny"
kadry,"","","","",Chmielnik,"Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-02-11,2026-02-11,1140878008,https://www.olx.pl/oferta/praca/kierownik-zakladu-przemialowni-kmi-CID4-ID19n1Rb.html,"Kierownik zakładu przemiałowni (KMI)"
"Vorwerk Autotec Polska sp. z o. o.","","","","",Brodnica,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-02-10,2026-02-10,43283929,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID19mhMt.html,"Pracownik produkcji"
"Elcor Polska Sp zoo","","","","",Szczecin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-02-10,2026-02-10,45424417,https://www.olx.pl/oferta/praca/pracownik-warsztatu-CID4-ID19mfSt.html,"Pracownik warsztatu"
Leszek,"","","","",Gliwice,"Śląskie",Polska,"Produkcja ogólna",1,2026-02-09,2026-02-09,18237887,https://www.olx.pl/oferta/praca/zatrudnie-stolarza-meblowego-i-pomocnika-stolarza-CID4-ID19lNzR.html,"Zatrudnię Stolarza Meblowego i Pomocnika  Stolarza"
Maciek,"","","","","Śledziejowice","Małopolskie",Polska,"Przemysł metalowy / obróbka",1,2026-02-06,2026-02-06,47643469,https://www.olx.pl/oferta/praca/tokarz-poszukiwany-zgrany-zespol-jedna-zmiana-CID4-ID19j9lD.html,"Tokarz poszukiwany – zgrany zespół, jedna zmiana"
"CEDROB S.A.","","","","",Pszczyna,"Śląskie",Polska,"Produkcja ogólna",1,2026-02-04,2026-02-04,65944958,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-darmowy-dojazd-CID4-ID19hfmr.html,"Pracownik produkcji (k/m)- darmowy dojazd"
"Intechstal Sp. z o.o.","","","","",Szubin,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-02-03,2026-02-03,284611073,https://www.olx.pl/oferta/praca/pomocnik-operatora-lasera-CID4-ID19gRex.html,"Pomocnik operatora lasera"
Marcin,"","","","",Biadaszki,"Łódzkie",Polska,"Pakowanie / FMCG",1,2026-01-31,2026-01-31,28259509,https://www.olx.pl/oferta/praca/zatrudnie-osobe-do-piankowania-i-pakowania-mebli-CID4-ID19eHbD.html,"Zatrudnię osobę do piankowania i pakowania mebli"
"VAMBRESIA FABRYKA OPAKOWAŃ","","","","","Wąbrzeźno",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-01-30,2026-01-30,17640769,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID19dCq1.html,"Pracownik produkcji"
Sema-Print,"","","","","Kraków","Małopolskie",Polska,"Produkcja ogólna",1,2026-01-30,2026-01-30,19451347,https://www.olx.pl/oferta/praca/pomocnik-drukarza-pracownica-na-drukarini-praca-od-zaraz-CID4-ID19dxU7.html,"Pomocnik drukarza/ Pracownica na drukarini - praca"
"Fritz Hansen","","","","",Rawicz,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-01-30,2026-01-30,37012801,https://www.olx.pl/oferta/praca/pracownik-tapicerni-pilnie-poszukiwany-o-CID4-ID19drpl.html,"Pracownik Tapicerni pilnie poszukiwany :o)"
"ICT Poland Sp. z o.o.","","","","","Kostrzyn nad Odrą",Lubuskie,Polska,"Produkcja ogólna",1,2026-01-30,2026-01-30,65109114,https://www.olx.pl/oferta/praca/operatorka-zautomatyzowanych-linii-produkcyjnych-k-m-CID4-ID19dAMF.html,"Operator(ka) Zautomatyzowanych Linii Produkcyjnych"
EVAMATS,"","","","","Gdańsk",Pomorskie,Polska,"Logistyka / Transport",1,2026-01-28,2026-01-28,1682415409,https://www.olx.pl/oferta/praca/manager-managerka-produkcji-i-logistyki-CID4-ID19bU4G.html,"Manager / Managerka produkcji i logistyki"
Kadry,"","","","","Sobótka","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-01-27,2026-01-27,2550838538,https://www.olx.pl/oferta/praca/osoba-do-pracy-na-oczyszczalni-sciekow-i-sieci-kanalizacyjnej-CID4-ID19b6r0.html,"Osoba do pracy na Oczyszczalni Ścieków i Sieci Kan"
"Paweł","","","","","Sulejówek",Mazowieckie,Polska,"Pakowanie / FMCG",1,2026-01-27,2026-01-27,81981465,https://www.olx.pl/oferta/praca/pomocnik-operatora-linii-lakierujacej-opakowania-szklane-CID4-ID19bqfS.html,"Pomocnik operatora linii lakierującej opakowania s"
"Artystyczna Odlewnia Metali ART-ODLEW Sp. z o.o.","","","","",Opole,Opolskie,Polska,"Produkcja ogólna",1,2026-01-23,2026-01-23,409193334,https://www.olx.pl/oferta/praca/slusarz-z-podstawami-obslugi-tokarki-i-frezarki-konwencjonalnej-CID4-ID198tXY.html,"Ślusarz z podstawami obsługi tokarki i frezarki ko"
"MIKRON LUBIENIA","","","","",Lubienia,"Świętokrzyskie",Polska,"Produkcja ogólna",1,2026-01-23,2026-01-23,71511720,https://www.olx.pl/oferta/praca/praca-operator-obrabiarek-szlifierz-walkow-i-otworow-CID4-ID198vLo.html,"Praca - Operator obrabiarek - Szlifierz wałków i o"
"ON-Time Solutions Sp. z o.o.","","","","",Chromna,Mazowieckie,Polska,"Przemysł metalowy / obróbka",1,2026-01-22,2026-01-22,1505159235,https://www.olx.pl/oferta/praca/operator-maszyn-cnc-wiertarko-frezarka-cnc-14mb-CID4-ID197sHM.html,"Operator Maszyn CNC - Wiertarko Frezarka CNC 14mb"
Sorimex,"","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-01-22,2026-01-22,238235263,https://www.olx.pl/oferta/praca/mlodszy-a-technik-czka-lutowanie-kabli-i-przewodow-k-m-CID4-ID197LqZ.html,"Młodszy/-a technik/-czka - lutowanie kabli i przew"
"P.P.U DACH","","","","",Koszalin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-01-22,2026-01-22,2548148153,https://www.olx.pl/oferta/praca/pracownik-dzialu-malarnii-proszkowej-p-p-u-dach-CID4-ID197ACY.html,"Pracownik działu malarnii proszkowej P.P.U Dach"
"Katarzyna Nawrocka","","","","",Goryszewo,Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-01-22,2026-01-22,31275263,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-CID4-ID197paI.html,"Pracownik produkcyjny"
Adrianna,"","","","",Mielec,Podkarpackie,Polska,"Kontrola jakości",1,2026-01-22,2026-01-22,76363209,https://www.olx.pl/oferta/praca/kontrola-jakosci-wyrobow-praca-na-produkcji-CID4-ID197rei.html,"Kontrola jakości wyrobów - Praca na produkcji"
"Jarkop Sp. z o.o.","","","","","Zaniemyśl",Wielkopolskie,Polska,"Produkcja ogólna",1,2026-01-21,2026-01-21,14865527,https://www.olx.pl/oferta/praca/pracownik-produkcji-k-m-CID4-ID196G8S.html,"Pracownik produkcji (K/M)"
"DNP Sp. z o.o.","","","","","Śmiłowo",Wielkopolskie,Polska,"Kontrola jakości",1,2026-01-21,2026-01-21,70561406,https://www.olx.pl/oferta/praca/kontroler-jakosci-produkcji-k-m-smilowo-CID4-ID196sRb.html,"kontroler jakości produkcji (k/m), Śmiłowo"
"KAST - Hurtownia Szkła. Producent Luster","","","","","Klwatka Szlachecka",Mazowieckie,Polska,"Produkcja ogólna",1,2026-01-19,2026-01-19,20646797,https://www.olx.pl/oferta/praca/pracownik-produkcji-operator-maszyn-CID4-ID195aOR.html,"Pracownik produkcji - operator maszyn"
Anna,"","","","",Kostrzyn,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-01-16,2026-01-16,25325291,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-operator-maszyn-CID4-ID192WZy.html,"Pracownik produkcyjny operator maszyn"
"Decco S.A.","","","","","Suwałki",Podlaskie,Polska,"Produkcja ogólna",1,2026-01-16,2026-01-16,320587387,https://www.olx.pl/oferta/praca/pracownik-produkcji-m-k-praca-od-zaraz-CID4-ID192Tib.html,"Pracownik produkcji (M/K) - praca od zaraz"
"Colquimica Polska Sp. z o.o.","","","","",Plewiska,Wielkopolskie,Polska,"Produkcja ogólna",1,2026-01-16,2026-01-16,845638306,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID192QlZ.html,"Pracownik produkcji"
"Electrolux Production Poland  oddział w Świdnicy","","","","","Świdnica","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-01-15,2026-01-15,26231809,https://www.olx.pl/oferta/praca/operator-urzadzen-operatorka-urzadzen-CID4-ID1922wi.html,"Operator urządzeń/ Operatorka urządzeń"
"GE Aviation UNISON ENGINE COMPONENTS POLAND Sp. z o. o.","","","","","Dzierżoniów","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-01-14,2026-01-14,1046094211,https://www.olx.pl/oferta/praca/operator-operatorka-produkcji-giecie-k-m-n-CID4-ID1913Ju.html,"Operator / Operatorka Produkcji - Gięcie (k/m/n)"
Karolina,"","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-01-13,2026-01-13,24780017,https://www.olx.pl/oferta/praca/pracownik-produkcji-przewodow-hydraulicznych-m-k-CID4-ID190oAg.html,"Pracownik produkcji przewodów hydraulicznych (M/K)"
Graffico,"","","","","Toruń",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2026-01-13,2026-01-13,24990,https://www.olx.pl/oferta/praca/brygadzista-brygadzistka-dzialu-produkcyjnego-CID4-ID190t4i.html,"Brygadzista/Brygadzistka działu produkcyjnego"
"Schwarte Group Sp. z o.o.","","","","",Koszalin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2026-01-13,2026-01-13,356102060,https://www.olx.pl/oferta/praca/osoba-na-stanowisko-operator-maszyn-produkcyjnych-k-m-CID4-ID190bMr.html,"Osoba na stanowisko Operator maszyn produkcyjnych "
"Erca Wilmar","","","","",Garwolin,Mazowieckie,Polska,"Produkcja ogólna",1,2026-01-12,2026-01-12,1379337601,https://www.olx.pl/oferta/praca/operator-procesow-chemicznych-CID4-ID18ZsVw.html,"Operator Procesów Chemicznych"
"AquaHold P. Spółka Akcyjna","","","","",Modlnica,"Małopolskie",Polska,"Produkcja ogólna",1,2026-01-12,2026-01-12,2439025723,https://www.olx.pl/oferta/praca/konstruktor-projektant-przyczep-rolniczych-i-podwozi-rolniczych-CID4-ID1904RJ.html,"Konstruktor projektant przyczep rolniczych i podwo"
"GLS Poland sp. z o.o.","","","","",Straszyn,Pomorskie,Polska,"Produkcja ogólna",1,2026-01-12,2026-01-12,47845321,https://www.olx.pl/oferta/praca/przewoznik-m-k-gls-straszyn-CID4-ID18Zrbv.html,"Przewoźnik (M/K) | GLS | Straszyn"
Marek,"","","","","Łaziska Górne","Śląskie",Polska,"Produkcja ogólna",1,2026-01-11,2026-01-11,1744756646,https://www.olx.pl/oferta/praca/brygadzista-ka-team-leader-CID4-ID18YImJ.html,"Brygadzista/ka - Team Leader"
DKT,"","","","","Ostrów Wielkopolski",Wielkopolskie,Polska,"Przemysł metalowy / obróbka",1,2026-01-09,2026-01-09,2258285044,https://www.olx.pl/oferta/praca/operator-ka-maszyn-cncoperator-maszyn-cnc-CID4-ID18X7nb.html,"Operator/ka maszyn CNC
Operator maszyn CNC"
Anna,"","","","","Głuchołazy",Opolskie,Polska,"Przemysł metalowy / obróbka",1,2026-01-09,2026-01-09,37204931,https://www.olx.pl/oferta/praca/pracownik-ca-produkcji-monter-ka-urzadzen-operator-ka-maszyn-cnc-CID4-ID18Xgj9.html,"Pracownik/ca produkcji – Monter/ka urządzeń  / ope"
"Piotr Szymura","","","","",Gliwice,"Śląskie",Polska,"Produkcja ogólna",1,2026-01-09,2026-01-09,42147947,https://www.olx.pl/oferta/praca/praca-na-produkcji-1-zmiana-pn-pt-7-15-CID4-ID18XgZY.html,"Praca na produkcji | 1 zmiana pn-pt 7-15"
"Norautron Mechanics sp. z o.o.","","","","","Zduńska Wola","Łódzkie",Polska,"Przemysł metalowy / obróbka",1,2026-01-09,2026-01-09,534807172,https://www.olx.pl/oferta/praca/praca-operator-operatorka-maszyn-cnc-norautron-mechanics-zdunska-wola-CID4-ID18X9ok.html,"Praca Operator / Operatorka maszyn CNC Norautron M"
"SMP Poland Sp. z o.o.","","","","","Białystok",Podlaskie,Polska,"Produkcja ogólna",1,2026-01-09,2026-01-09,69282844,https://www.olx.pl/oferta/praca/bialystok-praca-produkcja-smp-poland-dobry-dojazd-do-centrum-CID4-ID18XkxS.html,"Białystok| Praca| Produkcja| SMP Poland| Dobry doj"
"Keter Poland Sp. z o.o.","","","","","Słupsk",Pomorskie,Polska,"Produkcja ogólna",1,2026-01-08,2026-01-08,34342439,https://www.olx.pl/oferta/praca/slusarz-mechanik-keter-slupsk-k-m-CID4-ID18Vut0.html,"Ślusarz mechanik_Keter Słupsk K/M"
"Euvic Services Sp. z o.o.","","","","","Środa Śląska","Dolnośląskie",Polska,"Produkcja ogólna",1,2026-01-08,2026-01-08,832129591,https://www.olx.pl/oferta/praca/stabilna-praca-na-produkcji-2-zmiany-sroda-slaska-k-m-x-CID4-ID18Vi3Z.html,"Stabilna praca na produkcji – 2 zmiany | Środa Ślą"
"CERSANIT S.A.","","","","",Opoczno,"Łódzkie",Polska,"Produkcja ogólna",1,2026-01-07,2026-01-07,297634004,https://www.olx.pl/oferta/praca/pracownik-produkcji-m-k-n-cersanit-sa-opoczno-CID4-ID18WoOd.html,"Pracownik Produkcji (m/k/n) Cersanit SA Opoczno"
FunAndPlay,"","","","","Grodzisk Wielkopolski",Wielkopolskie,Polska,"Przemysł metalowy / obróbka",1,2026-01-06,2026-01-06,486234246,https://www.olx.pl/oferta/praca/spawacz-slusarz-mig-mag-CID4-ID18UR20.html,"Spawacz Ślusarz MIG MAG"
"FOODPAK Sp. z o.o.","","","","",Warszawa,Mazowieckie,Polska,"Produkcja ogólna",1,2026-01-05,2026-01-05,2166982811,https://www.olx.pl/oferta/praca/pracownik-produkcji-CID4-ID18U8KR.html,"Pracownik Produkcji"
WDRELEKTRO,"","","","","Kraków","Małopolskie",Polska,"Produkcja ogólna",1,2025-12-23,2025-12-23,1681980883,https://www.olx.pl/oferta/praca/monter-wiazek-elektronicznych-k-m-x-CID4-ID18Mt04.html,"Monter wiązek elektronicznych [k/m/x]"
Weronika,"","","","","Poznań",Wielkopolskie,Polska,"Produkcja ogólna",1,2025-12-23,2025-12-23,43185735,https://www.olx.pl/oferta/praca/amerykanska-firma-bez-doswiadczenia-wolne-weekendy-umowa-o-prace-na-start-7000-zl-k-m-CID4-ID18MF4U.html,"Amerykańska firma, bez doświadczenia, wolne weeken"
Daniel,"","","","","Pruszków",Mazowieckie,Polska,"Produkcja ogólna",1,2025-12-17,2025-12-17,33197229,https://www.olx.pl/oferta/praca/praca-pruszkow-stanowisko-z-udt-na-wozek-widlowy-operator-stanowiska-zwykle-produkcja-m-CID4-ID18IRhM.html,"Praca Pruszków. Stanowisko z UDT - na wózek widłow"
Krzysztof,"","","","","Zamość",Kujawsko-pomorskie,Polska,"Produkcja ogólna",1,2025-12-17,2025-12-17,58067346,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-CID4-ID18IN0k.html,"Pracownik produkcyjny"
"Miropasz Sp. z o.o.","","","","","Grójec",Mazowieckie,Polska,"Produkcja ogólna",1,2025-12-15,2025-12-15,298115566,https://www.olx.pl/oferta/praca/operator-urzadzen-m-f-miropasz-sp-z-o-o-CID4-ID18Hxnm.html,"Operator Urządzeń (m/f) Miropasz Sp. z o.o."
Katarzyna,"","","","",Opole,Opolskie,Polska,"Przemysł metalowy / obróbka",1,2025-12-12,2025-12-12,71498368,https://www.olx.pl/oferta/praca/osoba-do-wsparcia-produkcji-spawacz-szlifierz-CID4-ID18F6Se.html,"Osoba do wsparcia produkcji -spawacz, szlifierz"
"Walki Ekopak S.A.","","","","",Jatne,Mazowieckie,Polska,"Elektryka / Automatyka / UR",1,2025-12-11,2025-12-11,355645176,https://www.olx.pl/oferta/praca/elektryk-k-m-walki-ekopak-s-a-jatne-CID4-ID18DYen.html,"Elektryk K/M (Walki Ekopak S.A, Jatne)"
"Hako Technology Sp. z o.o.","","","","",Koszalin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2025-12-10,2025-12-10,322110246,https://www.olx.pl/oferta/praca/osoba-do-obslugi-maszyn-rotujacych-praca-w-niemczech-aplikuj-dzis-CID4-ID18De9j.html,"Osoba do obsługi maszyn rotujących - praca w Niemc"
"Anna Derach","","","","","Łódź","Łódzkie",Polska,"Produkcja ogólna",1,2025-12-09,2025-12-09,24922931,https://www.olx.pl/oferta/praca/pracownik-produkcji-galwanizernia-pelny-etat-CID4-ID18Cnhe.html,"Pracownik Produkcji – Galwanizernia (Pełny Etat)"
"KK Group Poland Sp. z o.o.","","","","",Szczecin,Zachodniopomorskie,Polska,"Produkcja ogólna",1,2025-12-09,2025-12-09,37820699,https://www.olx.pl/oferta/praca/technik-utrzymania-obiektu-CID4-ID18CNER.html,"Technik Utrzymania Obiektu"
"Velago Centrum Ogrodzeń","","","","",Kutno,"Łódzkie",Polska,"Produkcja ogólna",1,2025-12-08,2025-12-08,1106828053,https://www.olx.pl/oferta/praca/operator-pily-tasmowej-CID4-ID18BDhy.html,"Operator piły taśmowej"
sklepy.czajczyk,"","","","","Kraków","Małopolskie",Polska,"Pakowanie / FMCG",1,2025-12-08,2025-12-08,2549109025,https://www.olx.pl/oferta/praca/pakowanie-krojenie-pieczywa-CID4-ID18BYL5.html,"pakowanie / krojenie pieczywa"
anna,"","","","",Mogilno,Kujawsko-pomorskie,Polska,"Pakowanie / FMCG",1,2025-12-08,2025-12-08,2550174695,https://www.olx.pl/oferta/praca/zatrudnimy-pakowacza-pakowaczke-hala-produkcyjna-CID4-ID18Bifd.html,"Zatrudnimy Pakowacza/Pakowaczkę - Hala Produkcyjna"
"AQ Wiring Systems STG Sp. z o. o.","","","","",Linowiec,Pomorskie,Polska,"Produkcja ogólna",1,2025-12-05,2025-12-05,33475895,https://www.olx.pl/oferta/praca/zatrudnimy-pracownika-pracowniczke-produkcji-montazu-k-m-n-CID4-ID18zg98.html,"Zatrudnimy Pracownika / Pracowniczkę Produkcji / M"
Dominik,"","","","",Bydgoszcz,Kujawsko-pomorskie,Polska,"Przemysł metalowy / obróbka",1,2025-12-04,2025-12-04,40487313,https://www.olx.pl/oferta/praca/operator-cnc-tokarz-CID4-ID18xZiE.html,"Operator CNC Tokarz"
Bartek,"","","","",Lublin,Lubelskie,Polska,"Przemysł metalowy / obróbka",1,2025-12-04,2025-12-04,41166455,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-operator-maszyn-cnc-frezarki-i-tokarki-CID4-ID18y6o8.html,"Pracownik produkcyjny, operator maszyn CNC frezark"
Alwern,"","","","",Podsarnie,"Małopolskie",Polska,"Produkcja ogólna",1,2025-12-03,2025-12-03,64995176,https://www.olx.pl/oferta/praca/zatrudnie-do-pracy-na-zaklad-stolarski-CID4-ID18x70g.html,"Zatrudnię do pracy na zakład stolarski"
"Bartosz Stachowiak","","","","",Kobierzyce,"Dolnośląskie",Polska,"Produkcja ogólna",1,2025-12-01,2025-12-01,829407858,https://www.olx.pl/oferta/praca/pracownik-linii-produkcyjnej-CID4-ID18wzTA.html,"Pracownik Linii Produkcyjnej."
"Z.P.H.U. Biadała Sp. z o.o.","501 204 169","","","","Cieśle",Wielkopolskie,Polska,"Produkcja ogólna",1,2025-11-27,2025-11-27,13737601,https://www.olx.pl/oferta/praca/pracownik-lakierni-proszkowej-CID4-ID18s3gm.html,"Pracownik lakierni proszkowej"
Lucyna,"","","","",Opole,Opolskie,Polska,"Produkcja ogólna",1,2025-11-25,2025-11-25,15167747,https://www.olx.pl/oferta/praca/osoby-na-produkcje-sopelek-CID4-ID18q8hX.html,"Osoby na produkcję Sopelek"
Anna,"","","","","Świdnica","Dolnośląskie",Polska,"Produkcja ogólna",1,2025-11-24,2025-11-24,1107709347,https://www.olx.pl/oferta/praca/operator-operatorka-maszyn-CID4-ID18p9MG.html,"operator/operatorka maszyn"
"Pana Central Europe Sp. z o.o.","","","","","Chęciny","Świętokrzyskie",Polska,"Produkcja ogólna",1,2025-11-20,2025-11-20,22420243,https://www.olx.pl/oferta/praca/pracownik-produkcyjny-CID4-ID18lJKn.html,"Pracownik produkcyjny"
Dumat,"","","","","Mysłowice","Śląskie",Polska,"Produkcja ogólna",1,2025-11-18,2025-11-18,385230988,https://www.olx.pl/oferta/praca/pracownik-utrzymania-ruchu-CID4-ID18jO28.html,"Pracownik utrzymania ruchu"
"P.P.H.U. ""Stolko"" S.C.","","","","","Słupsk",Pomorskie,Polska,"Produkcja ogólna",1,2025-11-18,2025-11-18,463053640,https://www.olx.pl/oferta/praca/operator-maszyn-do-produkcji-folii-CID4-ID18k6fc.html,"Operator maszyn do produkcji folii"
